precinct,A. D. NESBIT,ABBY BROYLES,BROCK PIERCE | KARLA BALLARD,DONALD J. TRUMP | MICHAEL R. PENCE,JADE SIMMONS | CLAUDELIAH J. ROZE,JIM INHOFE,JO JORGENSEN | JEREMY SPIKE COHEN,JOAN FARR,JOSEPH R. BIDEN | KAMALA D. HARRIS,KANYE WEST | MICHELLE TIDBALL,ROBERT MURPHY,TODD HAGOPIAN,TODD HIETT
490121,7,255,0,675,1,602,7,21,232,1,28,170,694
490122,0,20,0,79,0,75,0,0,16,0,0,11,81
490130,4,136,0,461,1,425,9,7,113,2,10,81,470
490132,6,228,1,476,3,446,16,12,217,1,15,145,510
490241,22,373,6,952,1,892,25,23,347,4,23,221,1021
490242,5,216,1,581,0,520,12,13,188,2,24,133,607
490311,6,94,2,339,0,312,2,8,86,1,8,62,337
500004,8,134,0,693,1,671,9,6,134,1,16,103,705
500005,7,299,4,968,1,912,8,12,269,4,14,168,993
500007,1,73,3,265,2,249,4,6,65,1,9,47,273
500009,2,84,0,317,3,300,7,4,72,0,6,55,331
500012,0,51,2,275,0,266,3,1,44,0,6,31,282
500014,1,37,1,161,0,165,4,1,41,0,3,28,172
500015,6,241,5,757,2,732,13,18,233,3,17,140,802
500017,2,20,1,73,2,66,3,4,14,2,2,9,83
500018,5,104,1,375,1,353,13,9,95,0,15,79,367
500020,7,209,3,728,1,686,11,14,189,7,20,132,756
510005,17,542,3,722,9,669,20,32,540,8,37,435,783
510007,5,571,1,1020,3,953,19,18,533,3,29,342,1125
510009,15,573,9,1112,3,1049,21,14,545,4,34,380,1203
510011,6,231,2,388,3,352,10,15,232,0,27,178,400
510013,8,316,1,581,1,550,18,19,312,1,21,226,620
510017,2,232,4,90,3,85,7,14,238,0,9,162,110
510021,13,472,2,294,3,275,11,23,493,5,24,367,356
510022,8,452,1,629,2,611,18,18,459,5,20,289,704
510023,6,591,0,200,0,208,15,14,614,8,17,456,269
510028,3,233,2,226,5,229,8,9,238,3,10,175,262
510033,6,334,2,1035,4,965,15,17,297,2,28,235,1048
510036,2,135,0,67,0,61,3,4,138,3,8,95,84
510037,12,208,0,537,1,506,9,10,197,1,9,146,546
510038,5,376,3,717,2,710,9,9,370,5,14,210,828
510040,4,86,2,241,1,223,3,5,79,1,7,59,247
510041,16,594,4,1627,4,1518,29,34,548,11,50,398,1705
510044,3,97,3,441,0,402,9,7,73,0,13,68,430
510045,4,156,0,437,2,421,8,6,151,3,13,90,467
510046,11,292,1,750,4,699,14,17,268,1,17,173,795
510047,12,278,3,405,4,375,8,6,260,4,14,217,422
510049,0,79,1,212,0,196,3,2,72,1,12,49,219
510050,0,93,0,148,1,140,2,8,93,2,5,66,151
510051,1,37,0,103,0,92,3,1,28,0,3,23,104
510052,3,80,0,232,0,220,2,4,77,0,2,41,243
510053,11,118,1,418,3,399,9,8,112,1,8,88,430
510055,14,512,2,1554,2,1448,17,43,469,5,26,314,1621
510056,2,36,0,136,0,131,0,1,36,0,2,32,131
510057,0,8,0,33,0,29,1,2,7,0,2,11,29
510058,2,130,2,401,0,363,6,9,105,1,9,89,395
510059,5,181,5,606,1,566,7,7,148,4,11,90,623
510060,4,42,0,184,0,172,4,1,34,1,2,24,186
510061,2,116,1,277,2,259,6,6,108,0,9,92,278
510064,9,180,2,703,4,653,5,13,153,2,12,124,698
520101,4,148,2,588,1,553,4,11,127,0,8,79,622
520102,1,28,1,149,0,144,2,3,27,0,2,23,149
520103,3,44,2,164,2,153,2,7,41,0,4,22,179
520104,2,48,1,207,0,196,3,5,47,0,7,40,212
520105,1,101,1,103,0,105,1,4,109,1,4,77,122
520106,3,20,0,88,0,83,1,0,20,1,5,11,95
520201,0,153,0,468,1,435,14,8,129,4,20,87,499
520202,5,86,2,251,2,245,8,4,84,1,6,60,261
520203,5,70,0,232,1,214,7,5,61,3,9,54,246
520301,0,77,0,378,0,356,3,3,65,1,8,43,386
520305,8,174,4,659,0,621,19,14,163,3,32,112,704
520307,7,149,3,534,2,498,9,7,130,2,18,87,565
530101,5,99,0,454,0,422,7,8,86,0,12,73,447
530102,2,135,0,532,1,508,9,8,124,1,13,84,549
530103,2,57,0,234,1,223,2,5,53,0,5,40,239
530201,5,52,0,309,1,294,5,3,47,0,8,40,306
530202,2,37,0,299,0,285,1,4,32,0,2,24,301
530203,4,121,0,426,1,395,7,14,110,1,9,81,434
530204,1,44,0,229,1,213,3,1,33,0,7,25,229
530301,6,110,0,554,0,504,7,18,90,1,11,70,543
530302,1,93,1,237,1,215,4,4,79,0,8,72,234
530303,3,45,1,205,2,190,7,4,37,2,10,37,205
530304,2,21,0,131,0,125,2,0,21,0,5,12,136
540101,0,107,1,683,0,663,8,11,99,1,9,79,684
540102,1,128,0,58,1,58,3,6,134,1,0,73,69
540103,0,36,0,125,2,112,1,3,27,0,3,11,133
540105,4,48,1,137,0,120,4,2,37,0,4,41,130
540206,3,57,1,292,1,267,2,4,42,1,7,37,295
540207,1,36,0,111,1,96,3,2,23,0,2,27,104
540208,2,67,0,266,2,259,5,9,66,1,4,46,278
540209,4,136,1,405,2,377,7,9,125,2,12,77,428
540210,3,40,0,169,2,160,2,1,33,0,3,34,160
540311,4,86,2,250,1,228,0,3,76,1,3,52,252
540312,4,128,1,306,2,296,6,6,129,0,9,85,317
540313,0,30,1,103,0,98,0,0,24,3,1,16,107
540314,3,92,0,153,1,131,8,6,81,2,12,54,167
550001,5,310,4,298,5,293,8,16,319,6,16,238,340
550002,2,226,1,432,5,407,14,16,222,7,26,185,446
550003,8,246,2,515,3,500,17,10,249,1,22,193,532
550004,15,244,1,634,4,606,29,10,225,6,23,175,664
550005,7,270,1,455,5,439,22,16,265,8,21,208,495
550006,2,214,2,390,0,364,6,12,218,3,19,193,379
550007,6,252,3,617,4,566,11,12,228,2,22,156,648
550008,4,74,0,261,1,254,5,3,76,1,7,53,263
550009,5,178,1,376,5,360,17,11,179,2,24,144,411
550010,7,151,0,312,1,296,18,4,138,2,15,106,319
550011,7,259,1,341,1,318,20,12,259,1,23,197,377
550012,7,376,1,498,3,486,11,15,390,5,21,259,555
550013,8,256,1,385,6,363,18,12,254,2,23,196,413
550014,8,287,0,330,1,318,19,8,284,1,14,203,364
550015,6,330,2,445,0,418,15,8,325,4,25,221,499
550016,0,70,0,104,0,103,5,0,68,0,4,43,115
550017,0,0,0,0,0,0,0,0,0,0,0,0,0
550018,1,86,0,330,0,307,6,2,76,1,14,67,321
550019,4,142,3,685,1,646,18,13,137,1,32,119,673
550020,6,271,2,1108,6,1060,34,21,235,4,28,198,1122
550021,15,241,1,1021,1,985,16,15,233,11,19,194,1026
550022,8,123,1,622,3,590,10,9,112,5,18,98,619
550023,9,219,1,773,2,742,19,13,213,5,30,154,806
550024,0,8,0,67,0,63,2,3,8,0,2,7,65
550025,4,106,0,227,0,208,4,4,99,0,7,81,226
550026,4,134,1,507,1,472,11,11,127,1,22,103,507
550027,2,41,0,143,1,131,1,8,43,1,6,33,146
550028,8,346,3,229,6,224,10,14,359,3,16,293,261
550029,11,376,3,632,1,569,26,23,357,8,37,298,627
550030,17,305,4,410,5,392,14,15,317,5,23,251,437
550031,10,334,2,512,1,498,15,16,343,13,26,293,529
550032,10,216,0,441,3,405,21,16,208,3,28,185,443
550033,11,487,5,746,5,712,21,25,476,12,25,365,792
550034,3,175,0,808,2,789,17,6,164,6,23,108,862
550035,10,573,5,1217,2,1179,33,28,566,9,41,404,1333
550036,6,268,1,804,1,799,19,8,275,5,18,149,885
550037,8,253,1,569,1,574,20,12,270,6,22,166,641
550038,9,257,0,454,3,436,18,6,256,2,21,185,494
550039,8,350,3,660,3,638,19,14,357,3,29,255,727
550040,13,393,5,737,2,707,31,14,390,3,44,270,810
550041,8,335,3,590,1,566,15,13,341,6,32,257,629
550042,6,333,1,918,1,916,25,12,343,14,33,225,1004
550043,5,285,3,1432,4,1414,10,7,287,3,25,167,1498
550044,8,414,1,891,6,872,25,16,417,9,33,269,993
550045,8,280,2,997,1,971,15,21,290,10,39,216,1047
550046,11,276,3,296,2,280,14,11,282,3,21,220,331
550047,4,207,1,216,0,187,9,12,205,0,16,157,227
550048,11,327,1,441,4,416,31,11,320,6,35,249,502
550049,4,249,4,322,2,325,27,7,256,3,21,194,364
550050,0,19,0,20,0,21,1,2,21,2,1,12,26
550051,5,374,1,518,2,498,23,12,384,4,35,265,563
550052,4,228,1,477,2,451,16,9,214,2,19,125,530
550053,11,333,0,517,6,475,16,10,314,1,21,243,550
550054,8,274,4,585,1,568,26,10,275,8,39,208,627
550055,10,274,1,552,4,542,33,8,276,2,34,207,603
550056,10,275,1,550,3,542,22,9,278,6,24,188,609
550057,6,295,0,452,0,440,21,10,299,4,22,215,495
550058,12,314,5,1115,1,1113,23,15,326,13,30,211,1198
550059,2,203,1,986,4,965,11,17,201,6,24,129,1023
550060,8,330,0,1123,2,1104,24,11,330,8,35,219,1186
550061,6,267,4,916,1,906,18,11,269,2,29,169,988
550062,7,326,0,842,3,848,35,11,315,14,23,202,948
550063,3,134,0,445,1,450,12,0,141,1,12,75,491
550064,5,353,0,1435,4,1434,27,11,356,5,27,241,1512
550065,7,235,0,802,0,787,8,3,229,1,10,139,847
550066,7,517,1,147,0,141,9,13,520,10,5,349,196
550067,14,200,2,1054,1,982,17,20,171,2,27,158,1037
550068,4,140,0,772,1,736,10,11,131,2,19,106,770
550069,8,171,2,838,0,781,23,16,146,3,27,140,833
550070,7,133,0,702,1,647,4,13,108,3,17,97,696
550071,9,162,2,900,2,851,13,16,149,3,27,139,889
550072,8,182,1,650,0,604,17,15,164,4,23,142,651
550073,3,62,2,221,0,204,2,2,54,3,9,35,226
550074,1,169,0,66,1,62,1,4,176,1,4,106,73
550075,14,480,1,311,2,299,13,18,500,3,16,376,345
550076,9,181,4,754,2,725,21,12,182,5,37,161,764
550077,12,451,5,239,5,222,8,17,468,4,24,351,284
550078,11,412,1,164,3,170,10,11,430,4,10,319,214
550079,9,583,1,181,5,183,21,21,603,9,24,467,239
550080,25,628,2,779,7,740,32,27,640,4,39,502,834
550081,7,287,1,428,3,408,16,14,286,5,18,218,465
550082,9,163,1,201,2,199,9,6,175,3,11,144,212
550083,13,390,1,520,7,498,30,27,412,3,39,345,549
550084,9,256,1,379,4,348,17,18,263,5,32,211,402
550085,11,399,0,537,5,493,26,30,402,3,34,308,570
550086,8,453,3,636,6,620,32,24,457,8,36,336,712
550087,5,254,0,225,1,222,11,18,277,7,20,223,248
550088,6,239,1,98,3,96,3,8,245,5,4,189,122
550089,7,380,1,211,0,200,7,11,384,6,10,276,242
550090,1,69,0,45,0,50,3,2,77,1,4,51,48
550091,2,89,1,99,1,98,4,4,89,3,6,75,104
550092,19,509,2,662,5,647,17,25,542,7,26,403,732
550093,6,195,1,447,2,426,11,9,183,3,10,130,480
550094,5,287,2,645,2,610,15,14,275,4,24,204,689
550095,5,207,0,484,1,480,13,11,217,1,12,132,530
550096,12,421,2,635,5,575,28,28,407,2,39,350,654
550097,4,238,1,479,1,459,7,11,228,5,12,175,511
550098,11,407,0,1079,7,1018,28,20,378,5,38,288,1129
550099,4,272,1,481,0,491,8,6,284,6,11,178,556
550100,2,272,2,612,1,630,14,5,289,7,17,137,731
550101,1,83,0,271,2,294,9,2,104,1,6,53,308
550102,9,342,0,655,1,653,21,4,343,3,17,208,752
550103,4,308,2,322,3,307,17,12,309,2,20,219,377
550104,4,335,0,240,3,242,17,8,341,6,14,221,322
550105,8,336,0,429,3,416,16,4,332,1,14,210,500
550106,5,317,3,525,2,509,15,8,316,1,21,192,598
550107,3,117,1,379,2,357,10,5,108,3,19,87,379
550108,1,70,3,211,0,213,3,1,74,3,9,52,226
550109,5,365,2,1029,4,1037,24,12,373,5,28,208,1138
550110,1,105,1,261,0,264,7,7,113,3,11,65,296
550111,4,334,3,806,3,797,27,12,333,5,27,207,889
550112,2,55,0,93,1,87,3,3,52,1,3,29,104
550113,2,68,2,136,0,135,9,3,64,0,3,41,152
550114,4,461,1,64,3,69,5,7,467,6,5,320,120
550115,7,669,0,55,2,54,7,11,684,1,8,496,105
550116,7,239,0,146,1,142,14,4,243,1,12,193,184
550117,14,744,4,126,2,120,5,19,765,12,14,556,181
550118,15,622,1,234,6,235,23,21,648,8,24,516,296
550119,0,57,1,72,0,76,0,2,59,2,1,31,90
550120,11,548,2,168,3,167,18,15,570,7,23,432,223
550121,13,803,2,218,3,213,24,26,816,14,25,643,320
550122,13,490,1,191,6,177,19,17,508,7,30,420,233
550123,9,485,3,220,3,217,14,6,485,6,15,342,302
550124,6,351,1,267,3,258,9,11,360,6,20,255,316
550125,9,285,1,116,4,112,13,9,292,3,14,233,137
550126,14,472,2,275,1,267,20,17,491,9,22,379,331
550127,7,305,1,536,0,533,13,6,321,1,23,233,588
550128,9,411,1,541,4,509,18,21,419,8,33,316,603
550129,1,317,1,317,4,310,15,18,336,3,26,242,371
550130,18,444,2,734,0,701,27,28,457,5,34,315,826
550131,0,188,0,489,2,481,10,7,185,7,14,133,516
550132,4,255,1,530,1,520,12,3,253,1,12,175,564
550133,6,409,2,638,2,614,33,7,392,8,28,263,720
550134,5,467,3,952,4,930,30,18,471,4,41,319,1023
550135,5,231,1,378,1,361,10,11,224,2,12,160,415
550136,12,542,3,1089,2,1047,33,12,526,8,44,360,1196
550137,1,390,1,1165,3,1159,32,14,380,11,32,241,1249
550138,9,167,2,597,1,577,14,8,156,2,12,129,605
550139,4,623,1,1498,6,1474,37,23,629,5,37,399,1631
550140,3,246,1,565,1,571,14,8,268,3,18,159,630
550141,10,445,0,1069,1,1038,29,12,446,2,42,303,1148
550142,9,588,1,791,1,751,33,20,589,6,49,410,867
550143,4,210,1,519,1,519,14,11,224,2,15,156,553
550144,1,266,1,481,1,467,11,7,272,2,25,168,529
550145,1,197,0,536,0,538,7,3,206,4,18,129,583
550146,8,344,3,615,3,622,28,7,348,4,25,214,718
550147,1,95,0,231,1,224,3,4,97,0,7,54,254
550148,8,418,2,703,0,682,22,12,412,3,24,273,778
550149,7,294,2,748,1,725,12,11,286,7,21,197,776
550150,12,442,1,674,5,663,15,13,462,5,25,322,744
550151,10,480,0,882,4,858,37,18,479,4,42,344,949
550152,10,510,1,750,0,712,19,20,505,6,24,334,834
550153,5,380,6,680,4,647,21,16,378,3,32,273,738
550154,15,474,0,839,4,800,20,13,481,9,43,349,883
550155,4,144,2,239,0,241,7,4,154,3,11,113,258
550156,10,573,4,552,8,534,25,19,567,4,25,425,625
550157,0,27,0,11,0,11,2,2,25,2,0,21,16
550158,7,446,1,519,3,490,17,19,448,7,32,314,581
550159,18,495,3,685,2,653,21,27,509,4,28,365,742
550160,2,274,1,759,2,743,10,12,274,4,14,175,814
550161,12,445,0,288,2,264,12,17,465,8,33,341,346
550162,8,248,1,480,4,456,14,18,253,4,24,195,497
550163,10,397,0,504,7,473,17,20,400,5,27,308,523
550164,4,216,0,434,2,415,9,11,216,1,14,169,451
550165,16,331,0,1012,1,943,13,11,324,4,48,245,1032
550166,1,67,2,172,0,160,2,5,61,2,6,48,178
550167,6,180,2,225,2,213,8,13,187,0,10,140,237
550168,1,89,0,125,0,119,6,3,88,1,6,65,138
550169,10,375,2,307,2,293,17,10,382,3,19,284,343
550170,8,288,2,264,3,250,10,8,294,6,19,221,290
550171,6,381,3,261,6,261,18,19,403,3,23,284,331
550172,14,476,4,435,4,398,23,21,478,6,34,379,478
550173,8,396,2,530,4,508,20,19,398,5,25,308,563
550174,4,206,0,248,0,233,8,9,211,1,13,159,259
550175,4,136,1,143,0,142,5,6,141,5,6,103,160
550176,10,334,2,470,3,453,19,21,355,5,30,265,527
550177,12,348,1,427,4,392,13,11,341,4,21,252,460
550178,5,260,2,342,1,325,15,5,256,6,22,168,382
550179,8,400,2,410,3,403,20,6,402,4,21,268,467
550180,3,266,1,283,3,275,16,7,266,2,17,190,330
550181,4,190,1,203,1,202,10,3,196,0,12,129,234
550182,5,305,1,147,4,152,15,8,325,3,22,258,180
550183,11,446,1,392,1,361,22,18,442,8,27,304,449
550184,13,490,3,357,1,320,21,16,493,7,39,371,414
550185,4,174,1,113,1,107,4,6,177,2,8,128,134
550186,5,270,4,165,0,170,11,7,284,5,15,197,212
550187,2,54,1,62,0,55,1,3,52,0,0,39,66
550188,0,2,0,0,0,0,0,0,2,0,0,2,0
550189,2,95,1,104,0,99,2,3,96,0,3,74,109
550190,4,296,0,112,2,97,21,6,292,3,25,218,132
550191,4,338,3,165,1,152,17,11,339,1,17,232,208
550192,3,580,0,275,2,273,24,11,592,9,28,396,384
550193,3,380,1,218,0,214,12,11,390,1,16,261,300
550194,6,447,3,233,3,204,16,15,444,2,22,340,263
550195,7,566,0,449,5,418,13,12,568,7,31,363,541
550196,6,344,4,553,3,549,19,12,349,6,23,237,635
550197,9,492,0,233,2,217,14,16,496,4,16,344,318
550198,4,391,0,248,3,241,21,7,383,2,16,268,315
550199,3,268,4,213,1,213,15,6,267,6,16,140,309
550200,9,706,4,281,5,278,36,12,717,8,44,491,414
550201,6,424,2,215,3,214,13,13,441,7,29,301,296
550202,5,310,0,162,4,155,14,3,306,3,12,207,196
550203,1,421,1,204,1,191,20,7,410,5,23,301,257
550204,6,741,0,420,3,415,27,9,748,8,33,438,603
550205,5,379,2,246,2,236,33,12,385,4,37,253,334
550206,2,130,0,106,0,95,8,6,127,0,6,92,107
550207,10,440,1,273,5,274,12,19,475,7,30,341,341
550208,1,2,0,10,0,8,0,1,2,0,0,3,9
550209,3,364,3,243,2,237,7,14,386,3,16,255,279
550210,7,310,3,246,1,233,8,9,316,3,16,251,266
550211,8,286,2,200,6,192,4,9,292,2,10,218,231
550212,6,205,1,182,1,177,8,5,212,3,9,142,204
550213,6,163,2,110,0,104,1,9,171,2,4,128,135
550214,3,171,1,169,1,167,6,7,178,1,10,132,188
550215,7,285,1,255,3,248,7,18,296,5,12,225,277
550216,0,21,0,5,0,6,0,0,21,0,0,11,6
550217,5,292,0,264,1,267,7,11,321,5,24,229,302
550218,11,306,4,438,5,416,12,21,311,6,13,224,469
550219,3,198,0,216,0,214,9,6,210,0,14,164,240
550220,7,398,0,391,5,363,9,11,390,3,15,286,431
550221,7,315,0,414,2,408,12,16,330,4,19,255,444
550222,6,248,0,251,3,246,12,12,258,4,12,210,282
550223,5,196,2,168,1,157,9,7,196,3,14,164,184
550224,6,237,1,238,2,226,6,12,247,2,13,166,266
550225,1,38,0,40,0,35,0,0,36,0,2,18,39
550226,11,263,3,282,0,265,11,17,276,9,21,214,302
550227,9,206,0,247,3,228,8,8,212,1,18,159,269
550228,11,206,3,305,2,286,11,14,216,2,20,159,333
550229,4,237,3,375,2,360,7,13,240,3,12,174,388
550230,1,229,1,374,3,372,8,12,242,2,15,172,400
550231,3,195,0,268,3,247,9,10,191,2,17,142,285
550232,10,234,1,447,2,426,10,14,239,7,23,194,462
550233,2,91,0,173,0,165,6,9,99,3,11,71,173
550234,12,242,2,294,2,273,8,5,236,0,10,171,314
550235,7,273,1,200,4,190,7,21,298,1,15,220,234
550236,0,0,0,0,0,0,0,0,0,0,0,0,0
550237,0,1,0,0,0,0,0,0,1,0,0,1,0
550238,0,0,0,0,0,0,0,0,0,0,0,0,0
550239,12,565,1,259,4,257,31,14,577,7,28,439,352
550240,10,478,1,62,4,68,6,14,500,5,5,346,112
550241,3,386,0,84,2,88,7,8,391,6,10,267,157
550242,8,371,0,18,1,21,6,8,384,8,10,280,58
550243,11,492,1,34,3,42,6,10,513,3,5,387,76
550244,15,496,0,34,3,37,3,8,522,9,12,393,82
550245,7,547,3,25,3,39,7,9,573,4,13,407,88
550246,5,109,1,115,2,108,6,6,110,3,7,75,128
550247,3,268,0,193,4,169,3,13,275,2,22,206,218
550248,12,497,2,286,8,272,14,18,507,3,17,369,334
550249,11,489,0,479,5,480,20,16,516,6,29,371,531
550250,7,424,0,526,3,503,27,15,433,4,37,331,576
550251,10,587,6,695,1,680,36,31,613,7,46,506,747
550252,10,230,3,902,1,864,9,17,230,3,24,160,931
550253,6,84,0,377,2,360,9,5,84,1,17,80,375
550254,10,268,2,1125,4,1100,24,23,272,4,31,208,1145
550255,0,0,0,0,0,0,0,0,0,0,0,0,0
550256,0,0,0,0,0,0,0,0,0,0,0,0,0
550257,0,76,0,55,0,49,5,5,76,0,4,54,59
559999,534,63659,169,35432,276,36215,1558,889,64978,287,1435,36556,50989
560004,3,57,1,60,2,60,1,2,59,0,1,42,67
560007,5,145,1,223,0,207,5,6,141,0,8,90,250
560008,9,323,2,531,5,518,12,18,337,7,24,266,560
560009,10,646,1,242,4,247,12,15,677,5,18,474,315
560010,0,63,0,185,0,171,3,7,57,0,4,29,202
560011,13,470,4,824,5,780,16,30,473,4,27,334,879
560013,2,110,0,276,0,259,2,4,99,0,3,66,282
560014,2,93,1,190,0,176,2,7,94,1,11,71,206
560015,7,253,1,530,0,496,17,7,232,5,21,177,558
560016,8,145,2,380,0,342,5,6,130,0,14,95,379
560018,3,141,1,316,1,272,7,11,120,2,16,95,317
560019,5,118,2,270,0,247,8,4,103,0,9,82,270
560020,8,418,2,1036,1,984,22,18,389,3,19,275,1080
560021,4,131,0,191,2,183,3,4,129,2,5,86,209
560026,10,201,0,572,0,537,12,8,183,3,13,135,593
560027,5,141,1,429,0,405,6,11,139,3,14,96,449
560029,14,301,1,1229,3,1175,19,26,298,5,34,214,1251
560031,0,47,0,211,0,198,0,4,42,1,4,26,215
560032,7,154,1,265,0,242,2,8,151,2,7,91,277
560033,3,125,1,295,3,285,4,8,124,4,9,97,304
560034,3,78,0,304,0,287,5,4,72,1,10,64,304
560035,2,83,2,281,1,264,7,4,71,0,10,52,279
560036,3,205,1,582,2,544,6,10,183,1,10,140,597
560038,0,62,1,246,2,235,5,7,54,1,4,41,251
570101,1,19,0,174,0,164,0,3,20,0,2,12,171
570102,0,22,0,167,0,165,5,5,24,0,3,23,162
570103,2,47,0,219,2,211,4,5,45,2,6,44,219
570105,5,200,3,697,2,644,6,16,179,5,17,127,709
570106,1,6,0,71,0,69,1,1,6,0,1,5,69
570107,9,357,1,719,6,673,23,19,323,5,22,233,769
570108,4,208,0,457,0,420,8,13,193,7,19,139,471
570109,3,170,1,735,1,716,15,15,170,2,20,134,757
570110,4,101,1,672,2,641,0,6,85,1,10,64,668
570111,2,38,0,239,0,234,5,6,38,0,2,35,240
570112,3,96,0,474,1,442,3,7,86,1,13,68,466
570113,0,14,0,40,0,35,1,0,14,0,4,9,41
570201,7,506,2,1772,4,1660,46,39,448,7,61,364,1816
570202,17,1394,1,231,6,226,14,22,1409,15,16,965,394
570203,22,570,2,2315,6,2157,32,40,496,11,68,388,2344
570204,10,214,0,626,2,573,11,8,194,0,23,124,647
570205,0,86,0,175,0,159,7,9,85,1,13,70,182
570301,1,197,2,403,3,383,6,13,181,4,9,131,427
570302,5,35,1,109,1,97,2,0,29,0,2,20,104
570303,4,84,0,374,0,354,5,7,80,0,9,55,375
570305,4,100,0,384,1,359,0,4,86,2,7,66,389
570306,6,99,0,448,1,412,3,7,79,2,7,71,447
570307,4,244,2,472,1,425,5,11,219,3,16,161,483
570308,8,310,1,926,5,885,20,18,294,4,29,200,980
570309,5,104,1,524,4,504,17,10,95,2,22,89,530
570310,4,866,2,124,0,123,5,15,878,7,5,650,211
570311,0,60,0,79,1,79,1,3,61,2,1,30,102
570312,5,189,3,495,2,466,12,12,185,1,22,111,527
580002,18,231,0,446,1,357,8,13,187,1,22,124,464
580003,15,304,1,502,1,398,16,15,241,3,28,167,530
580004,6,166,0,238,0,195,6,5,143,2,10,85,264
580005,6,158,1,305,0,243,9,17,137,2,22,122,295
580007,18,329,2,765,1,625,12,23,248,1,30,168,787
580008,3,83,0,197,0,153,3,7,64,1,16,54,190
580009,4,132,1,277,0,235,5,9,108,2,9,79,269
580011,8,219,1,421,2,348,13,16,183,1,26,148,421
580012,9,154,2,333,5,268,8,15,112,1,8,99,331
580014,18,262,0,704,4,580,10,22,201,0,25,172,690
580023,12,256,5,763,0,674,12,29,222,3,27,183,734
580025,6,138,1,518,0,476,8,9,120,2,17,95,516
580026,7,178,0,721,2,664,7,16,166,1,24,133,709
580028,18,292,4,1006,4,900,7,33,254,5,24,198,1023
580031,11,280,1,811,4,698,6,19,223,0,25,152,804
580034,9,101,4,538,0,469,4,19,77,1,18,87,513
590104,6,141,3,542,1,508,4,9,125,2,11,97,538
590111,1,67,0,292,2,270,4,9,61,3,12,45,302
590112,3,45,0,211,2,194,4,4,32,1,3,28,209
590118,5,156,0,753,2,714,15,15,146,1,21,107,760
590202,17,406,4,839,2,780,29,28,386,6,34,294,898
590215,2,41,1,117,0,112,2,2,40,0,3,21,125
590217,7,166,2,595,3,557,7,19,156,6,13,98,617
590307,9,243,2,971,4,927,20,18,233,0,28,149,993
590309,3,50,1,241,0,227,8,9,48,0,9,41,237
590314,9,144,1,706,4,648,10,20,136,0,32,111,704
600001,2,165,0,186,1,175,16,4,160,2,17,115,207
600002,17,433,3,523,3,489,36,20,441,4,48,318,602
600003,2,228,2,284,3,272,12,13,228,2,12,153,326
600004,12,639,4,591,5,578,37,13,635,2,39,390,769
600005,1,170,0,212,0,216,11,7,172,4,9,105,264
600006,18,760,2,728,4,687,46,23,748,10,45,497,901
600007,6,341,2,207,2,188,23,9,340,4,30,271,257
600008,7,427,1,308,0,284,17,8,425,5,28,256,392
600009,6,707,5,683,5,700,38,18,729,8,34,384,934
600010,3,318,2,218,0,200,16,16,325,4,24,209,289
600011,2,149,0,140,1,140,8,3,144,4,4,87,187
600012,7,165,0,114,3,116,10,7,179,3,13,117,161
600013,7,680,3,778,3,747,37,23,668,8,40,445,928
600014,0,19,0,15,0,15,2,0,19,0,2,10,23
600015,9,464,1,319,1,313,34,7,468,6,33,292,434
600016,13,1134,4,1324,7,1331,69,22,1144,11,53,620,1676
600101,12,202,1,699,1,650,6,17,193,5,25,156,707
600102,7,255,3,729,2,687,8,16,252,0,30,174,780
600103,6,231,2,642,2,590,15,13,212,3,32,168,662
600104,10,173,1,845,1,817,6,5,163,3,13,110,870
600201,13,223,2,754,1,707,17,10,211,1,24,138,779
600301,14,557,9,1678,3,1600,39,26,531,7,63,374,1787
600401,8,857,3,1317,4,1290,41,27,861,8,55,460,1608
600402,8,324,4,551,3,544,19,10,329,4,26,186,653
600403,6,253,1,537,0,513,16,5,248,0,26,169,590
600404,1,76,0,119,1,116,6,3,80,1,12,54,143
600405,8,323,1,946,3,914,24,14,307,4,28,200,1034
600406,2,165,2,658,0,624,11,7,149,1,23,106,680
600407,4,273,3,820,6,783,17,24,267,6,26,175,889
600408,0,96,0,187,2,173,12,5,86,0,12,50,210
600409,7,203,0,701,2,655,24,13,190,3,37,139,732
610001,0,55,0,49,1,42,1,2,52,0,2,33,51
610003,5,206,2,405,1,369,12,17,204,2,25,153,422
610004,10,262,1,733,0,703,24,17,252,5,22,187,746
610005,3,140,0,321,0,306,14,7,130,2,8,107,333
610006,3,140,0,361,2,350,6,2,138,0,15,95,368
610007,2,130,0,371,1,371,8,6,141,3,13,101,392
610008,3,140,0,324,1,294,3,11,135,0,13,107,328
610011,9,231,1,655,1,616,15,20,225,4,28,188,669
610014,8,230,3,652,2,593,12,21,209,3,27,173,657
610015,1,82,1,67,1,66,0,2,82,2,2,57,73
610019,0,44,0,199,0,186,2,2,39,0,5,32,196
610020,2,14,0,94,0,87,0,3,12,0,0,7,98
610021,2,92,1,544,1,528,7,6,83,1,5,68,539
610023,0,17,0,127,1,127,0,0,16,0,0,10,127
610026,3,71,0,344,1,328,12,8,62,1,9,57,344
610027,8,261,2,876,2,837,10,8,240,1,13,156,911
610028,1,46,1,174,0,165,4,3,38,0,1,30,170
610029,0,72,0,222,0,203,3,3,60,1,7,46,224
